user_id,segment_operation,segment_19,order_count,total_amount,days_since_order,r_score,f_score,m_score,is_vip
U002053,唤醒普通,唤醒-一次性-高价值,1,1961.26,91,2,1,3,0
U002075,普通新客,活跃-一次性-低价值,1,6.95,14,1,1,1,0
U002080,流失低潜,流失-一次性-中价值,1,781.13,444,3,1,2,0
U002082,流失低潜,流失-一次性-中价值,1,151.12,221,3,1,2,0
U002088,唤醒普通,唤醒-一次性-中价值,1,708.98,178,2,1,2,0
U002089,流失低潜,流失-一次性-高价值,1,1640.19,413,3,1,3,0
U002102,唤醒高潜,唤醒-复购-中价值,2,443.41,115,2,2,2,0
U002104,至尊VIP,至尊VIP,2,3359.48,384,3,2,3,1
U002115,唤醒普通,唤醒-一次性-中价值,1,467.17,117,2,1,2,0
U002123,流失低潜,流失-一次性-中价值,1,564.88,435,3,1,2,0
U002125,普通新客,活跃-一次性-中价值,1,234.49,13,1,1,2,0
U002128,唤醒普通,唤醒-一次性-中价值,1,171.12,127,2,1,2,0
U002136,流失可弃,流失-一次性-低价值,1,12.34,606,3,1,1,0
U002139,唤醒普通,唤醒-一次性-中价值,1,543.53,62,2,1,2,0
U002142,至尊VIP,至尊VIP,1,3350.08,432,3,1,3,1
U002149,普通新客,活跃-一次性-低价值,1,96.75,32,1,1,1,0
U002150,流失可弃,流失-一次性-低价值,1,134.50,334,3,1,1,0
U002152,唤醒普通,唤醒-一次性-低价值,1,52.66,150,2,1,1,0
U002157,流失可弃,流失-一次性-低价值,1,35.82,448,3,1,1,0
U002162,普通新客,活跃-一次性-低价值,1,2.92,27,1,1,1,0
U002166,唤醒普通,唤醒-一次性-中价值,1,371.22,62,2,1,2,0
U002171,唤醒普通,唤醒-一次性-中价值,1,175.68,157,2,1,2,0
U002172,唤醒普通,唤醒-一次性-中价值,1,174.79,81,2,1,2,0
U002182,唤醒普通,唤醒-一次性-中价值,1,368.98,91,2,1,2,0
U002183,唤醒普通,唤醒-一次性-中价值,1,186.14,179,2,1,2,0
U002184,流失低潜,流失-一次性-中价值,1,494.29,323,3,1,2,0
U002192,流失低潜,流失-一次性-中价值,1,824.25,405,3,1,2,0
U002199,唤醒普通,唤醒-一次性-中价值,1,375.68,97,2,1,2,0
U002200,流失低潜,流失-一次性-中价值,1,478.82,196,3,1,2,0
U002203,唤醒普通,唤醒-一次性-低价值,1,66.46,98,2,1,1,0
U002204,唤醒普通,唤醒-复购-低价值,2,105.36,96,2,2,1,0
U002205,唤醒普通,唤醒-一次性-中价值,1,719.73,73,2,1,2,0
U002237,流失低潜,流失-一次性-中价值,1,241.36,237,3,1,2,0
U002240,唤醒高潜,唤醒-复购-高价值,2,1498.36,163,2,2,3,0
U002248,流失低潜,流失-一次性-中价值,1,243.94,412,3,1,2,0
U002252,流失低潜,流失-一次性-中价值,1,375.91,259,3,1,2,0
U002258,流失低潜,流失-一次性-中价值,1,601.59,293,3,1,2,0
U002259,流失可弃,流失-一次性-低价值,1,6.79,389,3,1,1,0
U002260,流失低潜,流失-一次性-高价值,1,1368.58,577,3,1,3,0
U002271,唤醒普通,唤醒-一次性-中价值,1,844.54,83,2,1,2,0
U002279,核心高价值忠诚用户,活跃-复购-高价值,2,1557.22,59,1,2,3,0
U002283,唤醒普通,唤醒-一次性-低价值,1,111.99,140,2,1,1,0
U002288,至尊VIP,至尊VIP,1,2815.07,618,3,1,3,1
U002291,流失低潜,流失-一次性-高价值,1,1120.82,388,3,1,3,0
U002301,至尊VIP,至尊VIP,1,2066.26,304,3,1,3,1
U002304,至尊VIP,至尊VIP,1,2363.37,393,3,1,3,1
U002310,流失低潜,流失-一次性-中价值,1,598.42,234,3,1,2,0
U002311,唤醒普通,唤醒-一次性-中价值,1,331.27,167,2,1,2,0
U002312,唤醒普通,唤醒-一次性-低价值,1,41.55,109,2,1,1,0
U002313,高潜新客,活跃-一次性-高价值,1,872.48,33,1,1,3,0
U002321,流失低潜,流失-一次性-高价值,1,874.79,269,3,1,3,0
U002334,唤醒普通,唤醒-一次性-低价值,1,28.52,98,2,1,1,0
U002336,流失高潜用户,流失-复购-高价值,2,1379.46,357,3,2,3,0
U002346,唤醒普通,唤醒-一次性-中价值,1,340.09,134,2,1,2,0
U002362,普通新客,活跃-一次性-中价值,1,871.03,57,1,1,2,0
U002370,流失低潜,流失-一次性-中价值,1,392.25,235,3,1,2,0
U002372,唤醒普通,唤醒-一次性-低价值,1,56.26,91,2,1,1,0
U002376,至尊VIP,至尊VIP,1,5125.41,184,3,1,3,1
U002377,至尊VIP,至尊VIP,2,2654.88,231,3,2,3,1
U002382,唤醒普通,唤醒-一次性-高价值,1,1431.60,68,2,1,3,0
U002383,流失可弃,流失-一次性-低价值,1,41.54,659,3,1,1,0
U002388,唤醒普通,唤醒-一次性-低价值,1,5.11,79,2,1,1,0
U002397,流失可弃,流失-一次性-低价值,1,20.70,455,3,1,1,0
U002417,唤醒普通,唤醒-一次性-高价值,1,1377.14,92,2,1,3,0
U002421,唤醒普通,唤醒-一次性-低价值,1,109.30,106,2,1,1,0
U002427,流失低潜,流失-一次性-高价值,1,1045.70,293,3,1,3,0
U002429,高潜新客,活跃-一次性-高价值,1,1007.48,49,1,1,3,0
U002430,流失低潜,流失-一次性-中价值,1,249.36,628,3,1,2,0
U002431,流失可弃,流失-一次性-低价值,1,31.44,399,3,1,1,0
U002432,唤醒普通,唤醒-一次性-低价值,1,52.18,175,2,1,1,0
U002436,流失可弃,流失-一次性-低价值,1,36.92,209,3,1,1,0
U002437,流失低潜,流失-一次性-中价值,1,396.10,314,3,1,2,0
U002443,唤醒普通,唤醒-一次性-中价值,1,264.04,148,2,1,2,0
U002446,至尊VIP,至尊VIP,1,2842.51,11,1,1,3,1
U002465,唤醒高潜,唤醒-复购-中价值,2,840.79,99,2,2,2,0
U002477,流失低潜,流失-一次性-中价值,1,527.15,468,3,1,2,0
U002478,普通新客,活跃-一次性-低价值,1,113.57,45,1,1,1,0
U002484,普通新客,活跃-一次性-中价值,1,302.05,1,1,1,2,0
U002485,流失可弃,流失-一次性-低价值,1,76.59,264,3,1,1,0
U002486,唤醒普通,唤醒-一次性-中价值,1,390.10,137,2,1,2,0
U002499,普通新客,活跃-一次性-中价值,1,268.91,25,1,1,2,0
U002508,至尊VIP,至尊VIP,1,4140.43,13,1,1,3,1
U002511,流失低潜,流失-一次性-中价值,1,156.64,393,3,1,2,0
U002527,唤醒普通,唤醒-一次性-低价值,1,73.56,173,2,1,1,0
U002529,唤醒普通,唤醒-一次性-中价值,1,209.51,108,2,1,2,0
U002533,流失低潜,流失-一次性-中价值,1,227.34,326,3,1,2,0
U002546,流失低潜,流失-一次性-中价值,1,269.94,265,3,1,2,0
U002558,高潜新客,活跃-一次性-高价值,1,1421.63,44,1,1,3,0
U002577,流失可弃,流失-一次性-低价值,1,132.06,290,3,1,1,0
U002578,普通新客,活跃-一次性-中价值,1,402.31,57,1,1,2,0
U002587,流失低潜,流失-一次性-中价值,1,689.26,356,3,1,2,0
U002603,普通新客,活跃-一次性-低价值,1,57.18,53,1,1,1,0
U002609,唤醒普通,唤醒-一次性-中价值,1,285.20,136,2,1,2,0
U002617,唤醒普通,唤醒-一次性-低价值,1,48.64,79,2,1,1,0
U002618,普通新客,活跃-一次性-中价值,1,150.58,17,1,1,2,0
U002621,流失可弃,流失-一次性-低价值,1,80.56,328,3,1,1,0
U002628,流失可弃,流失-一次性-低价值,1,105.36,291,3,1,1,0
U002635,普通新客,活跃-一次性-低价值,1,19.77,11,1,1,1,0
U002641,流失低潜,流失-一次性-高价值,1,1075.65,535,3,1,3,0
U002661,唤醒高潜,唤醒-复购-中价值,2,359.81,149,2,2,2,0
U002662,至尊VIP,至尊VIP,1,3949.42,516,3,1,3,1
U002677,普通新客,活跃-一次性-低价值,1,16.71,42,1,1,1,0
U002683,流失低潜,流失-一次性-中价值,1,498.28,239,3,1,2,0
U002685,唤醒普通,唤醒-一次性-低价值,1,90.19,100,2,1,1,0
U002696,流失可弃,流失-一次性-低价值,1,25.97,277,3,1,1,0
U002704,高潜新客,活跃-一次性-高价值,1,999.12,7,1,1,3,0
U002705,流失低潜,流失-一次性-高价值,1,1062.76,302,3,1,3,0
U002711,流失低潜,流失-一次性-中价值,1,774.94,332,3,1,2,0
U002716,流失低潜,流失-一次性-中价值,1,572.62,227,3,1,2,0
U002722,流失低潜,流失-一次性-中价值,1,446.69,574,3,1,2,0
U002725,流失可弃,流失-一次性-低价值,1,40.54,453,3,1,1,0
U002731,流失高潜用户,流失-复购-高价值,2,1867.39,363,3,2,3,0
U002733,唤醒普通,唤醒-一次性-高价值,1,1225.23,120,2,1,3,0
U002747,流失低潜,流失-一次性-中价值,1,469.98,516,3,1,2,0
U002753,流失低潜,流失-一次性-中价值,1,389.45,214,3,1,2,0
U002757,唤醒普通,唤醒-一次性-低价值,1,94.23,130,2,1,1,0
U002768,流失可弃,流失-一次性-低价值,1,69.68,448,3,1,1,0
U002773,唤醒普通,唤醒-一次性-高价值,1,1337.73,81,2,1,3,0
U002777,唤醒普通,唤醒-一次性-低价值,1,5.55,137,2,1,1,0
U002780,至尊VIP,至尊VIP,1,2592.57,438,3,1,3,1
U002788,唤醒普通,唤醒-一次性-中价值,1,861.62,76,2,1,2,0
U002814,至尊VIP,至尊VIP,1,6360.11,21,1,1,3,1
U002818,流失低潜,流失-一次性-高价值,1,1195.49,504,3,1,3,0
U002822,唤醒普通,唤醒-一次性-高价值,1,1405.44,74,2,1,3,0
U002832,唤醒普通,唤醒-一次性-中价值,1,346.41,147,2,1,2,0
U002834,流失高潜用户,流失-复购-中价值,2,845.55,367,3,2,2,0
U002841,普通新客,活跃-一次性-中价值,1,281.48,28,1,1,2,0
U002845,流失可弃,流失-一次性-低价值,1,62.96,202,3,1,1,0
U002847,唤醒高潜,唤醒-复购-高价值,2,1509.71,142,2,2,3,0
U002849,流失低潜,流失-一次性-中价值,1,184.18,468,3,1,2,0
U002855,流失可弃,流失-一次性-低价值,1,74.32,352,3,1,1,0
U002856,唤醒高潜,唤醒-复购-中价值,2,754.06,84,2,2,2,0
U002859,流失低潜,流失-一次性-中价值,1,319.76,455,3,1,2,0
U002862,流失可弃,流失-一次性-低价值,1,73.64,339,3,1,1,0
U002864,活跃复购潜力用户,活跃-复购-中价值,2,713.23,45,1,2,2,0
U002866,流失可弃,流失-一次性-低价值,1,72.84,253,3,1,1,0
U002870,流失低潜,流失-一次性-中价值,1,244.16,263,3,1,2,0
U002878,唤醒高潜,唤醒-复购-中价值,2,704.34,152,2,2,2,0
U002880,流失低潜,流失-一次性-中价值,1,365.96,234,3,1,2,0
U002882,流失可弃,流失-一次性-低价值,1,29.87,259,3,1,1,0
U002885,活跃复购潜力用户,活跃-复购-中价值,2,589.00,29,1,2,2,0
U002897,流失可弃,流失-一次性-低价值,1,30.10,184,3,1,1,0
U002898,唤醒普通,唤醒-一次性-低价值,1,26.24,72,2,1,1,0
U002912,唤醒普通,唤醒-一次性-低价值,1,70.10,180,2,1,1,0
U002919,流失低潜,流失-一次性-中价值,1,337.06,369,3,1,2,0
U002921,流失低潜,流失-一次性-中价值,1,185.03,260,3,1,2,0
U002923,唤醒普通,唤醒-一次性-中价值,1,223.87,107,2,1,2,0
U002925,唤醒高潜,唤醒-复购-中价值,2,676.29,108,2,2,2,0
U002928,唤醒普通,唤醒-一次性-中价值,1,154.81,151,2,1,2,0
U002930,唤醒普通,唤醒-一次性-中价值,1,241.67,92,2,1,2,0
U002935,流失低潜,流失-一次性-中价值,1,299.27,273,3,1,2,0
U002937,流失低潜,流失-一次性-中价值,1,454.35,249,3,1,2,0
U002938,唤醒普通,唤醒-一次性-中价值,1,607.55,148,2,1,2,0
U002946,流失低潜,流失-一次性-中价值,1,281.03,226,3,1,2,0
U002953,核心高价值忠诚用户,活跃-复购-高价值,2,1437.97,11,1,2,3,0
U002956,唤醒普通,唤醒-复购-低价值,2,53.19,95,2,2,1,0
U002960,高潜新客,活跃-一次性-高价值,1,1042.53,52,1,1,3,0
U002972,唤醒高潜,唤醒-复购-高价值,2,1831.72,171,2,2,3,0
U002980,唤醒普通,唤醒-一次性-中价值,1,427.74,146,2,1,2,0
U002995,唤醒高潜,唤醒-复购-中价值,2,765.27,89,2,2,2,0
U003009,流失可弃,流失-一次性-低价值,1,115.63,441,3,1,1,0
U003019,流失低潜,流失-一次性-高价值,1,1265.30,228,3,1,3,0
U003030,唤醒普通,唤醒-一次性-低价值,1,52.53,154,2,1,1,0
U003046,普通新客,活跃-一次性-低价值,1,17.75,47,1,1,1,0
U003050,流失可弃,流失-一次性-低价值,1,45.10,394,3,1,1,0
U003051,高潜新客,活跃-一次性-高价值,1,1348.97,56,1,1,3,0
U003052,流失低潜,流失-一次性-中价值,1,296.23,218,3,1,2,0
U003060,流失低潜,流失-一次性-中价值,1,195.21,550,3,1,2,0
U003062,唤醒普通,唤醒-一次性-低价值,1,118.08,130,2,1,1,0
U003073,流失可弃,流失-一次性-低价值,1,92.48,553,3,1,1,0
U003080,流失低潜,流失-一次性-中价值,1,469.67,529,3,1,2,0
U003086,流失低潜,流失-一次性-中价值,1,772.81,375,3,1,2,0
U003088,流失低潜,流失-一次性-高价值,1,1380.35,461,3,1,3,0
U003092,唤醒普通,唤醒-一次性-低价值,1,75.76,72,2,1,1,0
U003094,唤醒普通,唤醒-一次性-中价值,1,643.14,84,2,1,2,0
U003095,唤醒普通,唤醒-一次性-低价值,1,3.44,78,2,1,1,0
U003100,流失可弃,流失-一次性-低价值,1,61.11,370,3,1,1,0
U003103,唤醒普通,唤醒-一次性-中价值,1,153.34,79,2,1,2,0
U003124,普通新客,活跃-一次性-低价值,1,79.36,6,1,1,1,0
U003127,至尊VIP,至尊VIP,1,2192.13,285,3,1,3,1
U003140,唤醒普通,唤醒-一次性-低价值,1,115.63,89,2,1,1,0
U003142,唤醒普通,唤醒-一次性-中价值,1,445.27,109,2,1,2,0
U003146,流失低潜,流失-一次性-高价值,1,1504.31,264,3,1,3,0
U003159,普通新客,活跃-一次性-中价值,1,177.36,33,1,1,2,0
U003161,唤醒普通,唤醒-一次性-低价值,1,115.22,114,2,1,1,0
U003164,流失可弃,流失-一次性-低价值,1,66.11,289,3,1,1,0
U003168,流失可弃,流失-一次性-低价值,1,24.98,527,3,1,1,0
U003172,唤醒普通,唤醒-一次性-中价值,1,355.28,73,2,1,2,0
U003177,唤醒普通,唤醒-一次性-中价值,1,165.03,72,2,1,2,0
U003182,流失低潜,流失-一次性-中价值,1,161.64,285,3,1,2,0
U003183,流失低潜,流失-一次性-高价值,1,1611.47,250,3,1,3,0
U003188,流失低潜,流失-一次性-高价值,1,1956.18,225,3,1,3,0
U003190,流失低潜,流失-一次性-中价值,1,146.65,482,3,1,2,0
U003196,唤醒普通,唤醒-一次性-中价值,1,337.06,120,2,1,2,0
U003204,流失低潜,流失-一次性-中价值,1,154.55,467,3,1,2,0
U003207,唤醒普通,唤醒-一次性-中价值,1,479.80,61,2,1,2,0
U003208,流失低潜,流失-一次性-中价值,1,185.17,480,3,1,2,0
U003209,至尊VIP,至尊VIP,2,3109.33,178,2,2,3,1
U003221,普通新客,活跃-一次性-中价值,1,185.46,49,1,1,2,0
U003223,流失可弃,流失-一次性-低价值,1,36.92,338,3,1,1,0
U003227,唤醒普通,唤醒-一次性-中价值,1,692.81,124,2,1,2,0
U003229,至尊VIP,至尊VIP,1,2389.88,14,1,1,3,1
U003230,流失低潜,流失-一次性-中价值,1,671.71,205,3,1,2,0
U003233,流失低潜,流失-一次性-高价值,1,1448.85,504,3,1,3,0
U003234,唤醒普通,唤醒-一次性-低价值,1,50.01,144,2,1,1,0
U003237,流失高潜用户,流失-复购-中价值,2,302.83,511,3,2,2,0
U003242,流失高潜用户,流失-复购-中价值,2,420.34,300,3,2,2,0
U003247,至尊VIP,至尊VIP,3,2344.24,214,3,2,3,1
U003254,流失可弃,流失-一次性-低价值,1,69.54,295,3,1,1,0
U003255,唤醒高潜,唤醒-复购-高价值,2,1057.37,78,2,2,3,0
U003263,普通新客,活跃-一次性-低价值,1,18.76,32,1,1,1,0
U003264,唤醒普通,唤醒-一次性-中价值,1,138.24,66,2,1,2,0
U003268,流失可弃,流失-一次性-低价值,1,37.22,423,3,1,1,0
U003269,唤醒普通,唤醒-一次性-高价值,1,1477.91,147,2,1,3,0
U003273,流失高潜用户,流失-复购-高价值,2,1279.37,233,3,2,3,0
U003276,唤醒高潜,唤醒-复购-中价值,2,141.26,72,2,2,2,0
U003277,唤醒普通,唤醒-一次性-中价值,1,830.55,157,2,1,2,0
U003284,唤醒普通,唤醒-一次性-中价值,1,307.27,90,2,1,2,0
U003286,流失可弃,流失-一次性-低价值,1,15.87,277,3,1,1,0
U003287,唤醒普通,唤醒-一次性-中价值,1,415.95,154,2,1,2,0
U003289,流失高潜用户,流失-复购-高价值,2,1250.95,210,3,2,3,0
U003295,普通新客,活跃-一次性-中价值,1,686.89,24,1,1,2,0
U003306,流失可弃,流失-一次性-低价值,1,17.96,244,3,1,1,0
U003307,流失低潜,流失-复购-低价值,2,69.19,228,3,2,1,0
U003310,普通新客,活跃-一次性-低价值,1,67.52,2,1,1,1,0
U003314,唤醒普通,唤醒-一次性-高价值,1,1728.48,121,2,1,3,0
U003316,唤醒普通,唤醒-一次性-中价值,1,365.83,133,2,1,2,0
U003319,核心高价值忠诚用户,活跃-复购-高价值,3,1796.36,45,1,2,3,0
U003321,流失低潜,流失-一次性-中价值,1,283.47,532,3,1,2,0
U003326,流失低潜,流失-复购-低价值,2,77.08,219,3,2,1,0
U003329,流失可弃,流失-一次性-低价值,1,25.41,568,3,1,1,0
U003335,至尊VIP,至尊VIP,1,3522.84,150,2,1,3,1
U003344,流失可弃,流失-一次性-低价值,1,36.34,287,3,1,1,0
U003345,唤醒普通,唤醒-一次性-中价值,1,803.47,148,2,1,2,0
U003353,流失低潜,流失-一次性-中价值,1,291.14,249,3,1,2,0
U003360,流失低潜,流失-一次性-高价值,1,1427.86,506,3,1,3,0
U003361,唤醒普通,唤醒-一次性-中价值,1,204.78,67,2,1,2,0
U003364,流失低潜,流失-一次性-高价值,1,1859.05,211,3,1,3,0
U003370,流失低潜,流失-一次性-高价值,1,914.16,332,3,1,3,0
U003376,唤醒普通,唤醒-一次性-高价值,1,985.62,128,2,1,3,0
U003383,流失低潜,流失-一次性-中价值,1,427.71,254,3,1,2,0
U003384,唤醒普通,唤醒-一次性-低价值,1,93.18,92,2,1,1,0
U003397,流失低潜,流失-一次性-中价值,1,633.08,185,3,1,2,0
U003400,流失低潜,流失-一次性-中价值,1,250.00,199,3,1,2,0
U003409,至尊VIP,至尊VIP,2,2111.69,287,3,2,3,1
U003413,唤醒普通,唤醒-一次性-高价值,1,1728.38,77,2,1,3,0
U003414,流失低潜,流失-一次性-中价值,1,541.36,476,3,1,2,0
U003431,普通新客,活跃-一次性-低价值,1,20.77,59,1,1,1,0
U003432,流失可弃,流失-一次性-低价值,1,49.84,472,3,1,1,0
U003451,唤醒普通,唤醒-一次性-高价值,1,1612.52,97,2,1,3,0
U003455,普通新客,活跃-一次性-中价值,1,746.51,16,1,1,2,0
U003456,唤醒普通,唤醒-一次性-低价值,1,21.38,166,2,1,1,0
U003458,普通新客,活跃-一次性-低价值,1,22.55,9,1,1,1,0
U003468,至尊VIP,至尊VIP,1,2602.56,90,2,1,3,1
U003470,流失可弃,流失-一次性-低价值,1,130.56,287,3,1,1,0
U003476,流失低潜,流失-一次性-中价值,1,507.88,196,3,1,2,0
U003481,流失低潜,流失-一次性-高价值,1,1193.28,318,3,1,3,0
U003486,流失可弃,流失-一次性-低价值,1,50.17,262,3,1,1,0
U003487,至尊VIP,至尊VIP,1,2660.31,70,2,1,3,1
U003490,流失低潜,流失-一次性-中价值,1,138.66,220,3,1,2,0
U003497,唤醒普通,唤醒-一次性-中价值,1,212.63,70,2,1,2,0
U003506,流失低潜,流失-一次性-中价值,1,755.40,444,3,1,2,0
U003507,流失可弃,流失-一次性-低价值,1,98.30,244,3,1,1,0
U003508,唤醒普通,唤醒-一次性-低价值,1,28.77,105,2,1,1,0
U003520,流失低潜,流失-一次性-高价值,1,935.69,331,3,1,3,0
U003527,普通新客,活跃-一次性-中价值,1,495.63,26,1,1,2,0
U003528,唤醒普通,唤醒-一次性-低价值,1,32.11,137,2,1,1,0
U003530,流失低潜,流失-一次性-中价值,1,154.66,195,3,1,2,0
U003540,普通新客,活跃-一次性-中价值,1,252.10,6,1,1,2,0
U003542,唤醒普通,唤醒-一次性-中价值,1,234.57,138,2,1,2,0
U003544,流失低潜,流失-一次性-中价值,1,252.48,245,3,1,2,0
U003547,高潜新客,活跃-一次性-高价值,1,1403.84,21,1,1,3,0
U003548,唤醒普通,唤醒-一次性-中价值,1,627.45,176,2,1,2,0
U003551,流失可弃,流失-一次性-低价值,1,105.35,319,3,1,1,0
U003554,流失低潜,流失-一次性-高价值,1,1021.03,220,3,1,3,0
U003555,唤醒普通,唤醒-一次性-高价值,1,1202.79,70,2,1,3,0
U003556,普通新客,活跃-一次性-低价值,1,95.77,22,1,1,1,0
U003558,活跃复购潜力用户,活跃-复购-中价值,2,450.57,10,1,2,2,0
U003565,唤醒普通,唤醒-一次性-低价值,1,114.30,174,2,1,1,0
U003568,流失低潜,流失-一次性-中价值,1,591.56,225,3,1,2,0
U003576,流失高潜用户,流失-复购-中价值,3,420.61,390,3,2,2,0
U003584,至尊VIP,至尊VIP,1,2048.14,361,3,1,3,1
U003588,流失可弃,流失-一次性-低价值,1,105.48,217,3,1,1,0
U003591,流失低潜,流失-一次性-中价值,1,244.74,211,3,1,2,0
U003602,唤醒普通,唤醒-一次性-高价值,1,1460.84,66,2,1,3,0
U003610,流失高潜用户,流失-复购-中价值,2,823.68,183,3,2,2,0
U003616,普通新客,活跃-一次性-低价值,1,94.95,39,1,1,1,0
U003618,流失低潜,流失-一次性-中价值,1,350.38,218,3,1,2,0
U003625,流失低潜,流失-一次性-中价值,1,823.98,253,3,1,2,0
U003636,流失低潜,流失-一次性-中价值,1,255.91,299,3,1,2,0
U003641,流失可弃,流失-一次性-低价值,1,97.28,424,3,1,1,0
U003644,流失低潜,流失-一次性-中价值,1,165.03,482,3,1,2,0
U003661,流失低潜,流失-一次性-中价值,1,438.93,274,3,1,2,0
U003669,普通新客,活跃-一次性-中价值,1,255.71,51,1,1,2,0
U003671,普通新客,活跃-一次性-中价值,1,371.53,27,1,1,2,0
U003672,流失可弃,流失-一次性-低价值,1,24.11,307,3,1,1,0
U003676,流失可弃,流失-一次性-低价值,1,56.18,208,3,1,1,0
U003682,唤醒普通,唤醒-一次性-低价值,1,130.56,126,2,1,1,0
U003684,普通新客,活跃-一次性-中价值,1,376.36,8,1,1,2,0
U003687,流失低潜,流失-一次性-中价值,1,799.92,362,3,1,2,0
U003691,流失低潜,流失-一次性-中价值,1,460.66,417,3,1,2,0
U003699,流失可弃,流失-一次性-低价值,1,34.10,305,3,1,1,0
U003700,流失低潜,流失-一次性-中价值,1,700.04,410,3,1,2,0
U003703,唤醒普通,唤醒-一次性-中价值,1,289.14,105,2,1,2,0
U003711,唤醒普通,唤醒-复购-低价值,2,58.66,85,2,2,1,0
U003723,至尊VIP,至尊VIP,1,3895.50,6,1,1,3,1
U003724,唤醒普通,唤醒-一次性-中价值,1,297.50,116,2,1,2,0
U003726,流失低潜,流失-一次性-中价值,1,829.61,210,3,1,2,0
U003734,核心高价值忠诚用户,活跃-复购-高价值,2,1517.51,45,1,2,3,0
U003735,流失低潜,流失-一次性-中价值,1,424.99,401,3,1,2,0
U003747,高潜新客,活跃-一次性-高价值,1,1581.11,46,1,1,3,0
U003750,至尊VIP,至尊VIP,1,2670.07,228,3,1,3,1
U003753,普通新客,活跃-一次性-低价值,1,91.84,7,1,1,1,0
U003755,唤醒普通,唤醒-一次性-高价值,1,1859.46,77,2,1,3,0
U003761,流失可弃,流失-一次性-低价值,1,111.42,295,3,1,1,0
U003765,流失可弃,流失-一次性-低价值,1,124.08,228,3,1,1,0
U003768,唤醒普通,唤醒-一次性-中价值,1,175.55,89,2,1,2,0
U003773,活跃复购潜力用户,活跃-复购-中价值,2,301.69,24,1,2,2,0
U003776,流失低潜,流失-一次性-高价值,1,1137.33,376,3,1,3,0
U003781,普通新客,活跃-一次性-中价值,1,484.22,2,1,1,2,0
U003782,唤醒普通,唤醒-一次性-高价值,1,1708.37,62,2,1,3,0
U003788,流失低潜,流失-一次性-高价值,1,1181.94,344,3,1,3,0
U003792,流失可弃,流失-一次性-低价值,1,1.11,287,3,1,1,0
U003794,至尊VIP,至尊VIP,1,4995.83,30,1,1,3,1
U003808,唤醒普通,唤醒-一次性-高价值,1,1964.28,127,2,1,3,0
U003810,唤醒普通,唤醒-一次性-低价值,1,100.76,62,2,1,1,0
U003811,流失高潜用户,流失-复购-中价值,2,397.46,406,3,2,2,0
U003813,流失可弃,流失-一次性-低价值,1,117.72,643,3,1,1,0
U003814,至尊VIP,至尊VIP,1,3954.50,362,3,1,3,1
U003820,流失高潜用户,流失-复购-中价值,2,805.92,200,3,2,2,0
U003824,流失低潜,流失-一次性-中价值,1,232.32,401,3,1,2,0
U003839,唤醒普通,唤醒-一次性-中价值,1,294.72,128,2,1,2,0
U003840,流失可弃,流失-一次性-低价值,1,70.20,357,3,1,1,0
U003842,唤醒高潜,唤醒-复购-中价值,2,235.72,151,2,2,2,0
U003844,唤醒普通,唤醒-一次性-中价值,1,337.60,148,2,1,2,0
U003846,流失低潜,流失-一次性-中价值,1,177.64,376,3,1,2,0
U003847,唤醒普通,唤醒-一次性-低价值,1,69.42,85,2,1,1,0
U003850,唤醒普通,唤醒-一次性-低价值,1,14.44,87,2,1,1,0
U003855,唤醒普通,唤醒-一次性-中价值,1,323.01,163,2,1,2,0
U003864,普通新客,活跃-一次性-低价值,1,77.46,52,1,1,1,0
U003870,唤醒普通,唤醒-一次性-低价值,1,44.23,89,2,1,1,0
U003874,流失低潜,流失-一次性-中价值,1,250.79,403,3,1,2,0
U003877,流失低潜,流失-一次性-中价值,1,581.53,184,3,1,2,0
U003881,流失低潜,流失-一次性-中价值,1,605.54,268,3,1,2,0
U003884,普通新客,活跃-一次性-中价值,1,628.05,10,1,1,2,0
U003887,唤醒普通,唤醒-一次性-高价值,1,916.26,144,2,1,3,0
U003893,流失低潜,流失-一次性-中价值,1,535.01,265,3,1,2,0
U003900,流失可弃,流失-一次性-低价值,1,77.46,311,3,1,1,0
U003903,流失低潜,流失-一次性-中价值,1,179.70,623,3,1,2,0
U003905,流失低潜,流失-一次性-中价值,1,385.78,444,3,1,2,0
U003906,流失低潜,流失-一次性-中价值,1,372.17,557,3,1,2,0
U003909,高潜新客,活跃-一次性-高价值,1,1077.36,15,1,1,3,0
U003910,流失高潜用户,流失-复购-高价值,2,1287.08,184,3,2,3,0
U003915,唤醒普通,唤醒-一次性-高价值,1,922.55,83,2,1,3,0
U003917,流失可弃,流失-一次性-低价值,1,61.86,570,3,1,1,0
U003923,流失低潜,流失-一次性-中价值,1,351.45,352,3,1,2,0
U003931,流失可弃,流失-一次性-低价值,1,40.70,280,3,1,1,0
U003940,唤醒普通,唤醒-一次性-中价值,1,591.49,111,2,1,2,0
U003946,唤醒普通,唤醒-一次性-中价值,1,833.09,114,2,1,2,0
U003947,流失低潜,流失-一次性-中价值,1,612.23,531,3,1,2,0
U003948,流失低潜,流失-一次性-中价值,1,710.28,237,3,1,2,0
U003960,唤醒普通,唤醒-一次性-中价值,1,324.27,83,2,1,2,0
U003965,流失低潜,流失-一次性-中价值,1,417.38,513,3,1,2,0
U003973,唤醒普通,唤醒-一次性-中价值,1,310.08,93,2,1,2,0
U003983,流失可弃,流失-一次性-低价值,1,38.32,471,3,1,1,0
